,location,total_sqft,bath,price,bhk,encoded_location
6865,Whitefield,1626.0,3.0,85.0,3,224
6866,others,1200.0,2.0,54.0,2,230
6867,Hoodi,1559.0,3.0,81.55,3,97
6868,Amruthahalli,1190.0,2.0,50.0,2,15
6869,KR Puram,1200.0,2.0,72.0,2,115
6870,Harlur,1174.0,2.0,74.0,2,91
6871,Kanakpura Road,1140.0,2.0,65.0,2,127
6872,others,1603.0,2.0,125.0,3,230
6873,Subramanyapura,1278.0,3.0,70.0,3,205
6874,Banashankari Stage III,1085.0,2.0,50.0,2,29
6875,Whitefield,1195.0,2.0,61.36,2,224
6876,others,450.0,1.0,30.0,1,230
6877,Kenchenahalli,1165.0,2.0,45.0,2,134
6878,Kanakpura Road,1452.0,3.0,60.0,3,127
6879,Sarjapur  Road,702.0,1.0,52.0,1,194
6880,Banashankari,1020.0,2.0,42.83,2,27
6881,Devanahalli,1340.0,2.0,65.0,2,66
6882,Marathahalli,1125.0,2.0,54.8,2,161
6883,others,1160.0,2.0,40.53,2,230
6884,Vidyaranyapura,1050.0,2.0,50.0,2,219
6885,JP Nagar,1960.0,3.0,138.0,3,109
6886,others,1200.0,3.0,52.0,2,230
6887,Old Airport Road,3496.0,4.0,262.0,4,176
6888,Electronic City,975.0,2.0,32.0,2,74
6889,Kudlu,1700.0,3.0,125.0,3,147
6890,others,1275.0,2.0,69.0,2,230
6891,Yeshwanthpur,650.0,1.0,40.0,1,229
6892,Kasavanhalli,1495.0,2.0,110.0,2,130
6893,Hebbal,1200.0,2.0,48.0,2,92
6894,Hennur Road,1679.0,3.0,94.86,3,96
6895,Kaval Byrasandra,1450.0,3.0,75.0,3,133
6896,Balagere,1210.0,2.0,82.0,2,26
6897,others,1300.0,2.0,51.0,3,230
6898,Judicial Layout,1165.0,2.0,49.61,2,114
6899,Channasandra,1115.0,2.0,35.8,2,57
6900,BTM Layout,450.0,1.0,20.0,1,24
6901,Electronics City Phase 1,1170.0,2.0,62.0,2,76
6902,Marathahalli,1700.0,3.0,126.0,3,161
6903,Malleshpalya,1245.0,2.0,55.0,2,159
6904,Kanakapura,1017.0,2.0,66.0,2,126
6905,Sarjapur  Road,1242.0,2.0,75.0,2,194
6906,Yelahanka,1792.0,3.0,104.0,3,226
6907,others,1275.0,3.0,55.0,3,230
6908,Electronic City,605.0,1.0,22.0,1,74
6909,Electronics City Phase 1,1450.0,3.0,79.0,3,76
6910,Bommenahalli,1232.0,3.0,96.0,3,51
6911,Laggere,1800.0,5.0,70.0,5,152
6912,others,900.0,1.0,52.3,1,230
6913,Kaggadasapura,1200.0,2.0,40.0,2,118
6914,Uttarahalli,1065.0,2.0,42.6,2,216
6915,others,1075.0,2.0,48.38,2,230
6916,others,780.0,2.0,31.0,2,230
6917,Ramagondanahalli,1910.0,3.0,150.0,3,187
6918,Raja Rajeshwari Nagar,1530.0,3.0,64.0,3,184
6919,Bhoganhalli,2439.0,5.0,170.0,4,44
6920,others,1088.0,2.0,43.5,2,230
6921,Raja Rajeshwari Nagar,1587.0,3.0,73.8,3,184
6922,Kaggadasapura,1045.0,2.0,55.0,2,118
6923,Yelahanka,1304.0,2.0,69.97,2,226
6924,Whitefield,1100.0,2.0,65.0,2,224
6925,Hennur Road,1482.0,2.0,68.9,3,96
6926,Devanahalli,2125.0,3.0,107.0,3,66
6927,others,1194.0,2.0,45.0,2,230
6928,Kengeri,1200.0,2.0,42.0,2,135
6929,others,1070.0,2.0,32.99,2,230
6930,Whitefield,1100.0,2.0,46.5,2,224
6931,Whitefield,1270.0,2.0,65.0,3,224
6932,others,1000.0,2.0,31.0,2,230
6933,Vittasandra,1246.0,2.0,69.0,2,223
6934,Raja Rajeshwari Nagar,1529.0,3.0,51.77,3,184
6935,Thanisandra,1185.0,2.0,42.0,2,209
6936,Gubbalala,1060.0,2.0,46.0,2,84
6937,Kaikondrahalli,991.0,2.0,64.0,2,120
6938,Thanisandra,662.0,1.0,38.0,1,209
6939,others,1400.0,2.0,78.0,3,230
6940,Talaghattapura,1575.0,3.0,80.0,3,208
6941,Ananth Nagar,1319.0,3.0,42.0,3,17
6942,Electronics City Phase 1,940.0,2.0,48.0,2,76
6943,Bharathi Nagar,1349.0,2.0,56.7,2,43
6944,HSR Layout,1844.0,3.0,95.0,3,89
6945,Sarjapur  Road,2275.0,4.0,185.0,3,194
6946,Varthur Road,1140.0,2.0,49.11,2,218
6947,Banashankari,1372.0,2.0,48.02,3,27
6948,others,1455.0,2.0,45.0,3,230
6949,Hebbal,1100.0,2.0,38.0,2,92
6950,others,1475.0,3.0,80.0,3,230
6951,Kudlu Gate,1850.0,3.0,120.0,3,148
6952,Marathahalli,1315.0,2.0,60.0,3,161
6953,others,1721.0,3.0,93.0,3,230
6954,Sonnenahalli,1059.0,2.0,62.0,2,204
6955,Kadubeesanahalli,1184.0,2.0,55.0,2,116
6956,others,1480.0,3.0,75.0,3,230
6957,Kodigehalli,635.0,1.0,28.0,2,140
6958,JP Nagar,1500.0,2.0,87.0,4,109
6959,Hosa Road,1143.0,2.0,34.2,2,101
6960,Kanakpura Road,3170.0,4.0,250.0,4,127
6961,Kothannur,1485.0,2.0,59.4,3,145
6962,Hennur,1655.0,2.0,70.5,3,95
6963,others,900.0,2.0,41.0,2,230
6964,others,1163.0,2.0,68.0,2,230
6965,Hennur Road,1654.0,3.0,97.8,3,96
6966,others,801.0,1.0,33.645,1,230
6967,Bellandur,1685.0,3.0,101.0,3,41
6968,Banashankari,1540.0,3.0,80.0,3,27
6969,Thanisandra,1265.0,2.0,72.0,2,209
6970,Kasavanhalli,1200.0,2.0,38.4,3,130
6971,others,1300.0,2.0,80.0,3,230
6972,Sultan Palaya,1009.0,2.0,65.0,2,206
6973,others,1540.0,3.0,65.0,3,230
6974,Bellandur,1735.0,3.0,105.0,3,41
6975,Electronic City,1142.0,2.0,35.0,2,74
6976,others,1215.0,2.0,46.8,3,230
6977,Electronic City,1070.0,2.0,48.0,2,74
6978,Kasavanhalli,1575.0,2.0,85.0,2,130
6979,Hosa Road,1360.0,2.0,77.61,2,101
6980,Haralur Road,1710.0,3.0,85.0,3,90
6981,Bannerghatta Road,2185.0,3.0,120.0,4,35
6982,others,2400.0,4.0,135.0,4,230
6983,Banashankari,1195.0,2.0,35.84,2,27
6984,Bannerghatta Road,1012.0,2.0,45.0,2,35
6985,others,998.0,2.0,65.0,2,230
6986,7th Phase JP Nagar,1130.0,2.0,85.0,2,7
6987,Karuna Nagar,1354.0,2.0,98.0,3,129
6988,Brookefield,1389.0,2.0,94.0,2,52
6989,Sarjapur,2970.0,3.0,130.0,4,193
6990,Kaggadasapura,1495.0,3.0,60.0,3,118
6991,Varthur,1738.0,2.0,57.35,2,217
6992,Dodda Nekkundi,1315.0,2.0,50.0,2,67
6993,Marathahalli,1270.0,2.0,73.0,2,161
6994,Electronic City Phase II,1160.0,2.0,52.2,2,75
6995,Raja Rajeshwari Nagar,1450.0,2.0,67.0,3,184
6996,Rayasandra,470.0,1.0,21.0,1,189
6997,others,1040.0,2.0,78.0,2,230
6998,others,1215.0,2.0,50.0,3,230
6999,Whitefield,1135.0,2.0,58.0,2,224
7000,8th Phase JP Nagar,1224.0,2.0,48.95,3,8
7001,Budigere,664.0,1.0,34.0,1,53
7002,Electronic City,1160.0,2.0,42.0,3,74
7003,Bharathi Nagar,1328.0,2.0,69.0,2,43
7004,others,975.0,2.0,45.0,2,230
7005,Malleshwaram,900.0,2.0,72.0,2,160
7006,others,1330.0,2.0,80.0,2,230
7007,Rajiv Nagar,2330.0,5.0,175.0,4,186
7008,Munnekollal,1222.0,3.0,95.0,3,164
7009,Sarjapur  Road,2100.0,3.0,135.0,3,194
7010,others,1320.0,2.0,95.0,3,230
7011,others,8000.0,5.0,550.0,5,230
7012,Hosur Road,2000.0,4.0,130.0,4,104
7013,Electronic City Phase II,1244.0,2.0,55.0,2,75
7014,others,1000.0,2.0,50.0,2,230
7015,others,1400.0,3.0,45.0,3,230
7016,others,1000.0,2.0,35.0,2,230
7017,Hebbal,2630.0,5.0,188.0,4,92
7018,others,1225.0,2.0,48.0,2,230
7019,Seegehalli,1683.0,3.0,80.0,3,198
7020,Yelahanka,1250.0,2.0,54.0,2,226
7021,Kaggalipura,1150.0,2.0,57.5,3,119
7022,Kaggadasapura,1654.0,3.0,70.0,3,118
7023,others,4500.0,3.0,225.0,4,230
7024,Kasavanhalli,1069.0,2.0,55.0,2,130
7025,Hormavu,2400.0,3.0,177.0,3,100
7026,7th Phase JP Nagar,1680.0,3.0,130.0,3,7
7027,others,2200.0,2.0,150.0,4,230
7028,Thanisandra,1595.0,3.0,105.0,3,209
7029,Hennur Road,1480.0,3.0,100.0,3,96
7030,Banashankari,1683.0,3.0,115.0,3,27
7031,Banaswadi,1340.0,2.0,73.0,2,32
7032,others,1100.0,3.0,53.0,3,230
7033,Whitefield,1185.0,2.0,56.0,2,224
7034,Haralur Road,1730.0,3.0,95.0,3,90
7035,Hennur Road,1450.0,3.0,88.6,3,96
7036,Sarjapur  Road,1862.0,4.0,110.0,3,194
7037,Hoodi,863.0,1.0,40.55,1,97
7038,others,1170.0,2.0,50.0,2,230
7039,others,1075.0,2.0,50.0,2,230
7040,Kodichikkanahalli,1060.0,2.0,34.0,2,138
7041,Sarjapur,850.0,2.0,32.0,2,193
7042,others,935.0,2.0,45.9,2,230
7043,Gollarapalya Hosahalli,1905.0,3.0,86.0,4,81
7044,Chikkabanavar,1500.0,4.0,105.0,4,59
7045,Bannerghatta Road,1725.0,3.0,85.0,3,35
7046,others,1120.0,2.0,36.0,2,230
7047,Brookefield,1750.0,2.0,75.0,3,52
7048,7th Phase JP Nagar,2000.0,3.0,77.0,3,7
7049,Koramangala,1745.0,3.0,98.0,3,144
7050,Uttarahalli,1270.0,2.0,55.25,3,216
7051,Iblur Village,5384.0,5.0,420.0,5,107
7052,Sahakara Nagar,1180.0,2.0,72.0,2,190
7053,others,1130.0,2.0,75.0,2,230
7054,Ardendale,1723.0,3.0,95.0,3,20
7055,Mysore Road,1175.0,2.0,70.5,2,166
7056,Ambalipura,1607.0,2.0,112.0,3,13
7057,others,1334.0,2.0,62.0,2,230
7058,Vishwapriya Layout,2800.0,5.0,130.0,5,222
7059,Bannerghatta,1113.0,2.0,70.0,2,34
7060,9th Phase JP Nagar,1300.0,2.0,58.0,3,9
7061,Sahakara Nagar,1200.0,2.0,60.0,2,190
7062,Whitefield,2956.0,5.0,234.0,4,224
7063,Panathur,1398.0,2.0,97.0,2,180
7064,Margondanahalli,1152.0,1.0,66.0,2,162
7065,Nagavara,1110.0,2.0,44.95,2,171
7066, Devarachikkanahalli,1116.0,2.0,47.0,2,0
7067,Babusapalaya,1061.0,2.0,33.84,2,25
7068,Yelahanka,1270.0,2.0,57.0,2,226
7069,others,966.0,2.0,50.0,2,230
7070,Iblur Village,3596.0,5.0,297.0,4,107
7071,others,1630.0,3.0,131.0,3,230
7072,Amruthahalli,1202.0,2.0,65.0,2,15
7073,Jakkur,1300.0,2.0,80.0,2,110
7074,Electronic City,1360.0,2.0,70.0,3,74
7075,Hennur Road,1155.0,2.0,69.18,2,96
7076,Hulimavu,1011.0,2.0,38.0,2,105
7077,HSR Layout,1203.0,2.0,72.0,2,89
7078,Hebbal,1645.0,3.0,113.0,3,92
7079,Horamavu Agara,1364.0,2.0,50.0,3,98
7080,others,1050.0,2.0,41.0,1,230
7081,Kothanur,1365.0,3.0,66.0,3,146
7082,Jigani,1252.0,3.0,70.0,3,113
7083,Panathur,1065.0,2.0,58.0,2,180
7084,Sahakara Nagar,1032.0,2.0,45.0,2,190
7085,Sector 2 HSR Layout,1515.0,2.0,69.0,3,196
7086,others,1427.0,2.0,52.0,2,230
7087,Magadi Road,940.0,2.0,50.0,2,155
7088,Bannerghatta Road,1460.0,2.0,80.0,3,35
7089,Sarjapur  Road,2275.0,4.0,175.0,3,194
7090,9th Phase JP Nagar,1522.0,3.0,90.0,3,9
7091,Thanisandra,1185.0,2.0,42.67,2,209
7092,Banashankari,1800.0,3.0,125.0,3,27
7093,Electronics City Phase 1,940.0,2.0,44.0,2,76
7094,Marathahalli,1530.0,3.0,71.0,3,161
7095,others,1050.0,2.0,48.0,2,230
7096,Subramanyapura,929.0,2.0,49.0,2,205
7097,Banjara Layout,3750.0,5.0,145.0,4,33
7098,Whitefield,1530.0,3.0,75.0,3,224
7099,others,900.0,2.0,48.0,2,230
7100,others,978.0,2.0,34.22,2,230
7101,Ambalipura,770.0,1.0,43.82,1,13
7102,Kaval Byrasandra,1066.0,2.0,55.0,2,133
7103,Whitefield,1015.0,2.0,45.0,2,224
7104,Hebbal,1175.0,2.0,54.05,2,92
7105,Vidyaranyapura,1188.0,2.0,50.0,2,219
7106,others,620.0,1.0,25.0,1,230
7107,others,1210.0,2.0,75.0,2,230
7108,Rajaji Nagar,1500.0,2.0,99.0,3,185
7109,Thanisandra,1185.0,2.0,43.66,2,209
7110,Basavangudi,1600.0,3.0,130.0,3,36
7111,Yelahanka,1300.0,2.0,69.23,2,226
7112,Kasavanhalli,1100.0,2.0,68.0,2,130
7113,Ambalipura,860.0,2.0,28.93,2,13
7114,Panathur,1007.0,2.0,64.0,2,180
7115,Akshaya Nagar,1100.0,2.0,48.0,2,12
7116,Whitefield,1187.0,2.0,38.0,2,224
7117,R.T. Nagar,1150.0,2.0,72.0,2,182
7118,others,1180.0,2.0,41.94,2,230
7119,Budigere,1820.0,3.0,85.2,3,53
7120,KR Puram,3628.0,4.0,246.0,4,115
7121,others,1430.0,3.0,70.0,3,230
7122,others,1200.0,1.0,70.0,2,230
7123,Old Madras Road,1165.0,2.0,40.77,2,177
7124,Jalahalli,1569.0,3.0,118.0,3,111
7125,others,1950.0,4.0,95.0,3,230
7126,others,1200.0,3.0,70.0,2,230
7127,Yelahanka New Town,2437.0,3.0,125.0,3,227
7128,Marathahalli,950.0,2.0,46.7,2,161
7129,Bellandur,1685.0,3.0,115.0,3,41
7130,Green Glen Layout,3270.0,4.0,205.0,4,83
7131,others,1250.0,3.0,40.0,3,230
7132,others,1130.0,2.0,68.0,2,230
7133,Whitefield,2247.0,3.0,145.0,3,224
7134,Marathahalli,1550.0,3.0,85.0,3,161
7135,Hoodi,1715.0,2.0,100.0,3,97
7136,Hennur Road,1053.0,2.0,53.0,2,96
7137,Begur Road,1200.0,3.0,50.0,3,40
7138,Chikkabanavar,2400.0,4.0,97.0,5,59
7139,others,1245.0,1.0,60.0,2,230
7140,Whitefield,3940.0,5.0,265.0,4,224
7141,Thanisandra,1241.0,2.0,65.0,3,209
7142,others,1390.0,2.0,50.0,3,230
7143,Kanakpura Road,1100.0,2.0,52.97,3,127
7144,Koramangala,1350.0,2.0,103.0,2,144
7145,others,800.0,2.0,55.0,2,230
7146,Sarjapur  Road,1787.0,3.0,116.0,3,194
7147,Sarjapur  Road,1691.0,3.0,93.01,3,194
7148,Chikka Tirupathi,2325.0,3.0,95.0,3,58
7149,Akshaya Nagar,1896.0,3.0,102.0,3,12
7150,Banashankari Stage V,1540.0,3.0,48.51,3,30
7151,others,1244.0,2.0,95.0,2,230
7152,Hormavu,1365.0,2.0,65.0,3,100
7153,Thanisandra,580.0,1.0,27.5,1,209
7154,8th Phase JP Nagar,1513.0,2.0,62.0,2,8
7155,Banashankari,1175.0,2.0,41.13,2,27
7156,Thanisandra,2087.0,4.0,139.0,3,209
7157,Talaghattapura,2273.0,3.0,145.0,3,208
7158,Thanisandra,2050.0,3.0,150.0,3,209
7159,others,1200.0,2.0,75.0,2,230
7160,Whitefield,1190.0,2.0,59.0,2,224
7161,Thigalarapalya,1830.0,3.0,133.0,3,210
7162,Sarjapur  Road,1028.0,2.0,56.0,2,194
7163,Whitefield,1160.0,2.0,67.0,2,224
7164,Mahadevpura,1505.0,3.0,78.0,3,156
7165,Sarjapur,1175.0,2.0,41.68,2,193
7166,others,1100.0,2.0,57.6,2,230
7167,Devanahalli,1230.0,2.0,56.45,2,66
7168,others,3100.0,6.0,165.0,5,230
7169,others,1340.0,2.0,71.0,2,230
7170,Banashankari,1750.0,2.0,89.0,3,27
7171,Banashankari Stage II,1400.0,2.0,100.0,2,28
7172,Nagarbhavi,1350.0,3.0,60.0,3,169
7173,others,1675.0,3.0,62.0,3,230
7174,Thanisandra,1340.0,2.0,66.33,2,209
7175,Hulimavu,1276.0,2.0,76.0,2,105
7176,Ramagondanahalli,1738.0,2.0,76.0,3,187
7177,others,1190.0,2.0,59.9,2,230
7178,Electronic City,1128.0,2.0,65.45,2,74
7179,others,1250.0,2.0,55.0,2,230
7180,others,1450.0,2.0,90.0,2,230
7181,Kudlu,1084.0,2.0,53.0,2,147
7182,Kaggadasapura,2150.0,4.0,90.0,4,118
7183,Hosur Road,1250.0,2.0,65.0,2,104
7184,Begur,1304.0,3.0,65.0,3,39
7185,7th Phase JP Nagar,980.0,2.0,77.44,2,7
7186,others,1275.0,2.0,49.5,2,230
7187,Banjara Layout,2500.0,4.0,140.0,3,33
7188,others,3600.0,4.0,225.0,4,230
7189,Anekal,2400.0,4.0,95.0,3,18
7190,Kanakpura Road,1450.0,2.0,70.18,3,127
7191,Electronic City,890.0,2.0,40.0,2,74
7192,Bannerghatta Road,1340.0,2.0,85.0,2,35
7193,Vidyaranyapura,1100.0,2.0,75.0,3,219
7194,Kengeri,750.0,2.0,40.0,2,135
7195,Akshaya Nagar,1300.0,2.0,66.0,2,12
7196,others,1900.0,2.0,92.0,3,230
7197,Kanakpura Road,1299.0,2.0,105.0,2,127
7198,others,1250.0,3.0,40.0,3,230
7199,others,925.0,2.0,55.0,2,230
7200,others,3900.0,3.0,250.0,3,230
7201,Uttarahalli,1107.0,2.0,45.0,2,216
7202,Electronics City Phase 1,1300.0,2.0,67.0,2,76
7203,others,1715.0,3.0,95.0,3,230
7204,Uttarahalli,1200.0,2.0,55.0,2,216
7205,Marathahalli,1144.0,2.0,65.0,2,161
7206,Kanakpura Road,525.0,1.0,26.01,1,127
7207,others,1400.0,2.0,56.0,3,230
7208,Balagere,661.0,1.0,33.0,1,26
7209,Yelahanka,1705.0,3.0,91.0,3,226
7210,Kadugodi,1430.0,2.0,55.0,3,117
7211,Marathahalli,1240.0,2.0,55.0,2,161
7212,Uttarahalli,1330.0,2.0,46.45,3,216
7213,Banashankari Stage III,1500.0,2.0,100.0,3,29
7214,Cox Town,1073.0,2.0,72.0,2,63
7215,Kudlu,1300.0,2.0,56.0,2,147
7216,Whitefield,1216.0,2.0,66.88,2,224
7217,Jigani,1252.0,3.0,59.0,3,113
7218,Hormavu,1196.0,2.0,44.8,2,100
7219,others,1270.0,2.0,57.15,3,230
7220,Mico Layout,1171.0,2.0,39.0,2,163
7221,Kothannur,1215.0,2.0,48.6,3,145
7222,others,600.0,1.0,20.0,1,230
7223,Whitefield,1180.0,2.0,77.0,2,224
7224,Whitefield,2140.0,3.0,139.0,3,224
7225,Yeshwanthpur,1500.0,3.0,100.0,3,229
7226,Banaswadi,1008.0,2.0,52.0,2,32
7227,Ambedkar Nagar,1921.0,4.0,129.0,3,14
7228,Rajaji Nagar,1621.0,3.0,124.0,3,185
7229,others,1030.0,2.0,77.25,3,230
7230,Whitefield,1314.0,2.0,84.0,2,224
7231,JP Nagar,1590.0,2.0,85.0,3,109
7232,Shivaji Nagar,703.0,2.0,49.5,2,200
7233,Hosakerehalli,1795.0,3.0,64.62,3,102
7234,Gottigere,3000.0,3.0,132.0,4,82
7235,Electronic City,825.0,2.0,35.0,2,74
7236,others,1254.0,2.0,70.0,3,230
7237,Ramagondanahalli,2040.0,3.0,114.0,3,187
7238,others,1820.0,3.0,79.5,3,230
7239,Horamavu Agara,1623.0,3.0,89.0,3,98
7240,Electronic City,1200.0,2.0,40.5,2,74
7241,Gottigere,1613.0,3.0,72.0,3,82
7242,others,1293.0,2.0,80.0,2,230
7243,Kudlu Gate,940.0,2.0,69.57,2,148
7244,Sarjapur  Road,1181.0,2.0,65.0,3,194
7245,Marathahalli,1100.0,2.0,75.0,1,161
7246,others,1050.0,2.0,36.0,2,230
7247,Subramanyapura,1260.0,2.0,75.0,3,205
7248,others,1500.0,3.0,56.0,3,230
7249,others,1000.0,2.0,66.0,2,230
7250,Whitefield,1530.0,3.0,73.0,3,224
7251,others,1864.0,3.0,115.0,3,230
7252,Sarjapur,1575.0,3.0,55.0,3,193
7253,Raja Rajeshwari Nagar,945.0,2.0,45.0,2,184
7254,Sarjapur  Road,1691.0,3.0,100.0,3,194
7255,Kengeri,600.0,1.0,35.0,1,135
7256,Whitefield,1160.0,2.0,39.0,2,224
7257,others,1950.0,2.0,89.5,3,230
7258,others,2400.0,4.0,150.0,4,230
7259,Abbigere,795.0,1.0,32.6,2,11
7260,Kalyan nagar,2285.0,4.0,165.0,3,122
7261,others,1263.0,2.0,51.5,2,230
7262,Hennur,1345.0,2.0,69.0,3,95
7263,others,4400.0,5.0,240.0,5,230
7264,Electronic City,1360.0,2.0,58.0,3,74
7265,Sarjapur  Road,1026.0,2.0,60.55,2,194
7266,others,1050.0,2.0,38.0,2,230
7267,Uttarahalli,1460.0,3.0,76.0,3,216
7268,others,1525.0,2.0,91.48,3,230
7269,Koramangala,1642.0,2.0,115.0,3,144
7270,others,975.0,2.0,60.0,2,230
7271,Bisuvanahalli,1075.0,2.0,44.0,3,47
7272,Panathur,1210.0,2.0,77.93,2,180
7273,others,2000.0,3.0,100.0,3,230
7274,Akshaya Nagar,1225.0,2.0,68.0,2,12
7275,Jakkur,1290.0,2.0,80.04,2,110
7276,others,1220.0,2.0,56.0,2,230
7277,others,1500.0,2.0,85.0,1,230
7278,Kaggadasapura,1361.0,2.0,79.0,2,118
7279,1st Phase JP Nagar,1394.0,2.0,85.0,2,2
7280,Yelahanka,870.0,2.0,27.0,2,226
7281,others,5000.0,5.0,300.0,4,230
7282,Rajaji Nagar,1222.0,2.0,98.0,2,185
7283,Bellandur,1846.0,3.0,135.0,3,41
7284,Yeshwanthpur,1167.0,2.0,64.08,2,229
7285,Kannamangala,2422.0,4.0,135.0,4,128
7286,others,1000.0,2.0,50.0,2,230
7287,Kundalahalli,1260.0,2.0,58.0,2,150
7288,Jigani,939.0,2.0,39.0,2,113
7289,Jalahalli,600.0,1.0,37.0,1,111
7290,8th Phase JP Nagar,1298.0,2.0,59.0,2,8
7291,Marathahalli,1710.0,3.0,135.0,3,161
7292,Subramanyapura,1000.0,2.0,45.0,2,205
7293,Ramagondanahalli,3350.0,3.0,150.0,3,187
7294,others,1100.0,2.0,68.0,2,230
7295,Jalahalli,615.0,1.0,46.0,1,111
7296,Sarjapur  Road,1350.0,2.0,85.0,2,194
7297,Sultan Palaya,5000.0,5.0,325.0,4,206
7298,Hegde Nagar,1718.0,3.0,130.0,3,94
7299,7th Phase JP Nagar,1680.0,3.0,112.0,3,7
7300,Hulimavu,1500.0,2.0,90.0,2,105
7301,Sarjapur  Road,1157.0,2.0,72.0,3,194
7302,Akshaya Nagar,1179.0,2.0,51.0,2,12
7303,Hulimavu,1315.0,2.0,60.48,2,105
7304,Jalahalli East,1010.0,2.0,52.0,2,112
7305,Electronic City,630.0,1.0,46.0,1,74
7306,Kaval Byrasandra,1025.0,2.0,60.0,2,133
7307,Hennur Road,1195.0,2.0,59.0,2,96
7308,Whitefield,1012.0,2.0,58.0,2,224
7309,Hegde Nagar,1884.0,4.0,118.0,3,94
7310,Sarjapura - Attibele Road,1090.0,2.0,37.0,2,195
7311,Harlur,1710.0,3.0,85.0,3,91
7312,Uttarahalli,1500.0,3.0,68.0,3,216
7313,Kodichikkanahalli,1310.0,2.0,53.0,3,138
7314,Dommasandra,674.0,1.0,19.9,2,72
7315,Hoodi,1350.0,3.0,70.0,3,97
7316,others,1464.0,2.0,115.0,3,230
7317,Electronic City Phase II,1625.0,2.0,48.75,3,75
7318,others,1385.0,3.0,90.0,3,230
7319,CV Raman Nagar,1040.0,2.0,50.0,2,54
7320,Haralur Road,1817.0,3.0,110.0,3,90
7321,others,1205.0,2.0,47.0,2,230
7322,others,1070.0,2.0,33.43,2,230
7323,others,1070.0,2.0,52.0,2,230
7324,Amruthahalli,1340.0,2.0,75.0,2,15
7325,Kalena Agrahara,980.0,2.0,35.0,2,121
7326,8th Phase JP Nagar,1006.0,2.0,44.0,2,8
7327,Thanisandra,1098.0,2.0,71.0,2,209
7328,Mico Layout,1200.0,2.0,53.5,2,163
7329,Thigalarapalya,4190.0,4.0,325.0,4,210
7330,Sarjapur  Road,1019.0,2.0,62.0,2,194
7331,Whitefield,1150.0,2.0,40.21,2,224
7332,Anekal,1733.5,3.0,120.0,3,18
7333,others,1750.0,3.0,58.0,3,230
7334,others,1537.0,3.0,81.0,3,230
7335,others,1050.0,2.0,45.0,2,230
7336,Kanakpura Road,1452.0,3.0,55.6,3,127
7337,Domlur,1246.0,2.0,95.0,2,71
7338,Yelahanka,1890.0,4.0,85.0,3,226
7339,Electronic City Phase II,972.0,2.0,40.0,2,75
7340,Electronic City,630.0,1.0,33.7,1,74
7341,others,1255.0,2.0,60.0,3,230
7342,Doddaballapur,2440.0,3.0,142.0,3,68
7343,Kanakpura Road,1938.0,3.0,92.69,3,127
7344,Bannerghatta Road,1711.0,3.0,125.0,3,35
7345,CV Raman Nagar,1392.0,2.0,95.0,2,54
7346,Haralur Road,1225.0,2.0,77.0,2,90
7347,Sarjapur  Road,3418.0,3.0,235.0,4,194
7348,Green Glen Layout,1750.0,3.0,120.0,3,83
7349,Subramanyapura,1260.0,2.0,80.0,3,205
7350,Sarjapur  Road,691.0,1.0,31.1,1,194
7351,Haralur Road,1285.0,2.0,78.0,2,90
7352,Hebbal,1590.0,3.0,96.0,3,92
7353,9th Phase JP Nagar,1571.0,3.0,65.0,3,9
7354,Hebbal Kempapura,2800.0,5.0,220.0,5,93
7355,Garudachar Palya,1060.0,2.0,48.66,2,79
7356,others,2400.0,2.0,185.0,3,230
7357,Bannerghatta Road,1520.0,2.0,81.0,3,35
7358,Kanakpura Road,1530.0,2.0,70.99,3,127
7359,others,1170.0,2.0,45.51,2,230
7360,OMBR Layout,1580.0,3.0,75.0,3,175
7361,Ardendale,1777.26,3.0,89.0,3,20
7362,Raja Rajeshwari Nagar,1303.0,2.0,55.78,2,184
7363,Kodichikkanahalli,1680.0,2.0,59.0,2,138
7364,Whitefield,1495.0,2.0,70.0,3,224
7365,Yelahanka,1835.0,3.0,108.0,3,226
7366,others,1080.0,2.0,38.0,2,230
7367,Haralur Road,1225.0,2.0,67.48,2,90
7368,Balagere,656.0,1.0,34.77,1,26
7369,Sarjapur  Road,994.0,2.0,45.0,2,194
7370,others,1025.0,2.0,65.0,2,230
7371,Marathahalli,1156.0,2.0,52.0,2,161
7372,JP Nagar,1250.0,2.0,60.0,2,109
7373,Kundalahalli,3092.0,4.0,230.0,4,150
7374,Hegde Nagar,1930.0,4.0,122.0,3,94
7375,others,1020.0,2.0,70.0,2,230
7376,Kumaraswami Layout,1310.0,2.0,70.0,3,149
7377,Jalahalli,612.5,1.0,27.565,1,111
7378,Kanakpura Road,1322.0,2.0,70.0,2,127
7379,Kothanur,1160.0,2.0,57.0,2,146
7380,5th Block Hbr Layout,1100.0,2.0,48.0,2,4
7381,Chikkalasandra,1090.0,2.0,47.42,2,60
7382,KR Puram,2000.0,2.0,75.0,2,115
7383,others,1155.0,2.0,69.0,2,230
7384,Vishveshwarya Layout,4000.0,6.0,230.0,6,221
7385,Sarjapur  Road,3913.0,5.0,176.0,4,194
7386,JP Nagar,1125.0,2.0,39.98,2,109
7387,Yelahanka,1847.0,3.0,92.0,3,226
7388,7th Phase JP Nagar,1515.0,2.0,76.0,3,7
7389,Yelahanka,2500.0,3.0,120.0,5,226
7390,Sarjapur  Road,1130.0,2.0,55.0,2,194
